[2026-06-04 13:33 UTC] 🟢 WATCH BUY  HIVE    $250.00 → 25.0000 shares @ $10.0000  |  RSI=52.2  K=0.0
TSM      443.15   63.9    37.7   52.2  none
GLW      194.32   54.4    87.5   94.3  none
INFY      12.77   52.2    27.2   37.1  none

[2026-06-04 15:10 UTC] SCAN

────────────────────────────────────────────────────────────────────
Symbol    Price  RSI14       K      D  Signal
────────────────────────────────────────────────────────────────────
HIVE       4.32   57.4     0.0    0.0  watch
SHAZ      77.00   62.1     5.9   37.3  none
TE        11.18   63.5    20.3   38.0  none
OUST      46.88   65.7    14.6   15.6  none
FCEL      21.84   50.8     0.8   14.8  watch
SHMD       6.26   41.5    11.5    6.8  none
VELO      19.44   43.0     0.1    3.1  best_buy
NBIS     247.99   61.6    41.5   54.4  none
CRWV     107.05   45.1    23.6   41.3  none
BE       285.01   49.0    31.0   43.7  none
CRDO     213.00   51.8     5.3   10.7  watch
AAOI     176.72   48.7    53.5   69.7  none
LITE     898.20   46.9    48.9   67.5  none
OKLO      64.84   45.8     0.0   33.3  best_buy
ASTS     107.69   51.9     0.3    8.5  watch
RKLB     118.33   42.6     3.6    2.5  best_buy
PLTR     142.40   48.3    22.5   33.7  none
NOW      122.78   61.3    10.3   21.6  none
AUR        7.10   48.3    13.1   34.4  none
HOOD      85.63   56.0    32.0   40.4  none
PANW     273.23   57.3     1.2   22.5  watch
PALU      34.01   55.0     1.3   22.4  watch
IREN      61.66   51.3    15.7   29.6  none
NOK       16.23   59.6    51.2   60.9  none
BB        10.47   79.8    18.2   39.5  none
FSLY      20.54   59.9    85.7   93.3  none
USAR      26.81   49.2     0.3   31.1  best_buy
RCAT      14.76   66.5    46.8   58.8  none
PURR       9.77   57.9    20.5   45.5  none
HIMS      29.53   69.5    78.7   75.8  none
OPEN       5.09   53.6    29.3   45.7  none
CLSK      16.70   50.2     0.8    2.5  watch
RIOT      27.25   59.2    10.9   16.4  none
APLD      43.12   44.0     0.0    4.9  best_buy
CORZ      27.83   58.3    22.6   38.3  none
BTI       57.86   21.4     0.0    0.8  best_buy
SMH      623.30   65.2    70.1   90.0  none
NVDA     215.62   47.3    28.6   49.0  none
ORCL     235.27   66.7    40.5   54.1  none
AVGO     410.31   39.0    58.8   83.7  none
AMD      524.06   64.5    58.6   60.1  none
MU      1003.88   64.9    66.7   88.4  none
ASML    1733.36   71.8   100.0   99.9  none
INTC     110.04   45.0    31.4   23.5  none
TSM      443.78   64.1    38.3   52.4  none
GLW      195.38   55.4    89.1   94.8  none
INFY      12.76   51.9    26.9   37.0  none

[2026-06-04 15:15 UTC] SCAN

────────────────────────────────────────────────────────────────────
Symbol    Price  RSI14       K      D  Signal
────────────────────────────────────────────────────────────────────
HIVE       4.36   58.9     0.0    0.0  watch
SHAZ      76.50   61.2     5.9   37.3  none
TE        11.23   64.1    21.6   38.4  none
OUST      47.74   66.9    16.9   16.3  none
FCEL      21.98   51.3     1.8   15.2  watch
SHMD       6.28   41.9    12.2    7.0  none
VELO      19.27   42.3     0.1    3.1  best_buy
NBIS     248.71   62.0    42.2   54.7  none
CRWV     107.19   45.2    23.8   41.4  none
BE       283.69   48.5    29.7   43.3  none
CRDO     211.07   50.7     3.5   10.1  watch
AAOI     176.80   48.8    53.5   69.7  none
LITE     895.00   46.5    48.5   67.4  none
OKLO      65.58   46.9     1.6   33.9  best_buy
ASTS     108.22   52.3     0.7    8.6  watch
RKLB     118.21   42.5     3.4    2.4  best_buy
PLTR     142.32   48.2    22.4   33.7  none
NOW      122.96   61.5    10.4   21.7  none
AUR        7.13   48.8    13.9   34.6  none
HOOD      86.21   56.9    32.8   40.6  none
PANW     273.07   57.2     1.2   22.5  watch
PALU      34.00   54.9     1.3   22.4  watch
IREN      61.68   51.3    15.7   29.6  none
NOK       16.20   59.4    50.8   60.7  none
BB        10.67   80.9    22.0   40.8  none
FSLY      20.50   59.5    85.3   93.2  none
USAR      27.00   49.9     0.3   31.1  best_buy
RCAT      14.87   67.1    47.3   59.0  none
PURR       9.76   57.7    20.5   45.5  none
HIMS      29.58   69.6    78.7   75.8  none
OPEN       5.13   54.5    30.4   46.1  none
CLSK      16.78   51.0     0.8    2.5  watch
RIOT      27.40   60.4    10.9   16.4  none
APLD      43.29   44.5     0.0    4.9  best_buy
CORZ      27.86   58.5    22.6   38.3  none
BTI       57.97   21.7     0.0    0.8  best_buy
SMH      624.95   66.3    73.1   91.0  none
NVDA     215.97   47.8    29.5   49.3  none
ORCL     235.73   66.9    40.7   54.2  none
AVGO     412.30   39.6    58.8   83.7  none
AMD      525.51   65.2    58.6   60.1  none
MU      1005.13   65.1    66.7   88.4  none
ASML    1739.63   72.5   100.0   99.9  none
INTC     110.14   45.1    31.6   23.6  none
TSM      444.69   64.5    39.2   52.7  none
GLW      194.57   54.6    87.9   94.4  none
INFY      12.77   52.2    27.2   37.1  none

[2026-06-04 15:20 UTC] SCAN

────────────────────────────────────────────────────────────────────
Symbol    Price  RSI14       K      D  Signal
────────────────────────────────────────────────────────────────────
HIVE       4.35   58.4     0.0    0.0  watch
SHAZ      77.00   62.1     5.9   37.3  none
TE        11.17   63.4    20.0   37.9  none
OUST      47.29   66.3    15.7   15.9  none
FCEL      22.08   51.6     2.5   15.4  watch
SHMD       6.27   41.7    11.9    6.9  none
VELO      19.66   43.9     0.4    3.2  best_buy
NBIS     248.96   62.2    42.5   54.8  none
CRWV     107.08   45.1    23.7   41.3  none
BE       284.68   48.8    30.7   43.6  none
CRDO     211.70   51.0     4.0   10.3  watch
AAOI     178.87   49.6    54.8   70.1  none
LITE     900.35   47.1    49.1   67.6  none
OKLO      65.50   46.8     1.3   33.8  best_buy
ASTS     108.50   52.5     1.0    8.7  watch
RKLB     118.64   42.9     3.8    2.5  best_buy
PLTR     142.51   48.4    22.6   33.7  none
NOW      123.01   61.5    10.5   21.7  none
AUR        7.13   48.8    13.9   34.6  none
HOOD      86.07   56.7    32.6   40.6  none
PANW     273.23   57.3     1.2   22.5  watch
PALU      34.00   54.9     1.3   22.4  watch
IREN      61.55   51.0    15.7   29.6  none
NOK       16.26   60.0    51.8   61.1  none
BB        10.71   81.1    22.8   41.1  none
FSLY      20.49   59.5    85.3   93.2  none
USAR      26.76   49.1     0.3   31.1  best_buy
RCAT      14.85   66.9    47.2   59.0  none
PURR       9.74   57.6    20.5   45.5  none
HIMS      29.43   69.2    78.7   75.8  none
OPEN       5.11   54.1    29.9   45.9  none
CLSK      16.69   50.1     0.8    2.5  watch
RIOT      27.22   58.9    10.9   16.4  none
APLD      43.15   44.1     0.0    4.9  best_buy
CORZ      27.80   58.1    22.6   38.3  none
BTI       57.97   21.7     0.0    0.8  best_buy
SMH      625.05   66.4    73.3   91.1  none
NVDA     215.93   47.8    29.4   49.2  none
ORCL     235.57   66.8    40.6   54.2  none
AVGO     414.65   40.2    58.8   83.7  none
AMD      525.47   65.2    58.6   60.1  none
MU      1008.34   65.7    66.7   88.4  none
ASML    1743.11   72.8   100.0   99.9  none
INTC     110.40   45.5    32.0   23.8  none
TSM      446.07   65.1    40.5   53.1  none
GLW      195.73   55.7    89.6   95.0  none
INFY      12.77   52.2    27.2   37.1  none

[2026-06-04 15:25 UTC] SCAN

────────────────────────────────────────────────────────────────────
Symbol    Price  RSI14       K      D  Signal
────────────────────────────────────────────────────────────────────
HIVE       4.32   57.2     0.0    0.0  watch
SHAZ      76.01   60.4     5.9   37.3  none
TE        11.20   63.7    20.8   38.1  none
OUST      48.43   67.9    18.6   16.9  none
FCEL      22.19   52.0     3.2   15.6  watch
SHMD       6.24   41.2    11.1    6.7  none
VELO      19.92   45.1     1.6    3.6  best_buy
NBIS     248.50   61.9    42.0   54.6  none
CRWV     107.38   45.4    24.0   41.4  none
BE       284.46   48.8    30.5   43.5  none
CRDO     212.32   51.4     4.6   10.5  watch
AAOI     178.10   49.3    54.3   70.0  none
LITE     900.17   47.0    49.1   67.6  none
OKLO      65.46   46.7     1.1   33.7  best_buy
ASTS     108.18   52.3     0.7    8.6  watch
RKLB     118.35   42.6     3.6    2.5  best_buy
PLTR     142.29   48.1    22.3   33.7  none
NOW      122.91   61.4    10.4   21.7  none
AUR        7.12   48.6    13.6   34.5  none
HOOD      86.03   56.6    32.6   40.6  none
PANW     271.18   56.0     1.2   22.5  watch
PALU      33.66   54.1     1.3   22.4  watch
IREN      61.38   50.7    15.7   29.6  none
NOK       16.20   59.4    50.9   60.7  none
BB        10.72   81.1    22.9   41.1  none
FSLY      20.40   58.8    84.5   92.9  none
USAR      26.69   48.8     0.3   31.1  best_buy
RCAT      14.69   66.3    46.5   58.7  none
PURR       9.70   57.1    20.5   45.5  none
HIMS      29.43   69.2    78.7   75.8  none
OPEN       5.11   54.1    29.9   45.9  none
CLSK      16.70   50.2     0.8    2.5  watch
RIOT      27.14   58.2    10.9   16.4  none
APLD      43.14   44.1     0.0    4.9  best_buy
CORZ      27.84   58.4    22.6   38.3  none
BTI       57.99   21.7     0.0    0.8  best_buy
SMH      624.62   66.1    72.5   90.8  none
NVDA     216.01   47.9    29.7   49.3  none
ORCL     235.60   66.8    40.6   54.2  none
AVGO     411.78   39.4    58.8   83.7  none
AMD      525.21   65.1    58.6   60.1  none
MU      1006.07   65.3    66.7   88.4  none
ASML    1738.70   72.4   100.0   99.9  none
INTC     110.19   45.2    31.7   23.6  none
TSM      444.90   64.6    39.4   52.8  none
GLW      194.61   54.7    88.0   94.4  none
INFY      12.76   51.9    26.8   36.9  none

[2026-06-04 15:30 UTC] SCAN

────────────────────────────────────────────────────────────────────
Symbol    Price  RSI14       K      D  Signal
────────────────────────────────────────────────────────────────────
HIVE       4.29   56.5     0.0    0.0  watch
SHAZ      76.17   60.7     5.9   37.3  none
TE        11.06   62.3    20.0   37.9  none
OUST      47.32   66.3    15.8   16.0  none
FCEL      22.04   51.5     2.2   15.3  watch
SHMD       6.22   40.9    10.6    6.5  none
VELO      19.83   44.7     1.2    3.5  best_buy
NBIS     248.17   61.7    41.7   54.5  none
CRWV     107.21   45.2    23.8   41.4  none
BE       282.93   48.2    29.0   43.0  none
CRDO     212.55   51.5     4.8   10.5  watch
AAOI     178.26   49.4    54.4   70.0  none
LITE     900.61   47.1    49.2   67.6  none
OKLO      64.75   45.6     0.0   33.3  best_buy
ASTS     106.36   50.9     0.2    8.4  watch
RKLB     117.29   41.6     2.6    2.1  best_buy
PLTR     142.87   48.9    22.9   33.9  none
NOW      122.63   61.2    10.1   21.6  none
AUR        7.11   48.5    13.3   34.5  none
HOOD      86.38   57.2    33.0   40.7  none
PANW     269.76   55.1     1.2   22.5  watch
PALU      33.11   52.7     1.3   22.4  watch
IREN      60.93   49.9    15.7   29.6  none
NOK       16.17   59.0    50.3   60.6  none
BB        10.65   80.8    21.7   40.7  none
FSLY      20.33   58.4    83.9   92.7  none
USAR      26.48   48.1     0.3   31.1  best_buy
RCAT      14.41   64.9    45.0   58.2  none
PURR       9.88   59.1    20.5   45.5  none
HIMS      29.34   68.9    78.7   75.8  none
OPEN       5.09   53.7    29.4   45.7  none
CLSK      16.64   49.7     0.8    2.5  best_buy
RIOT      27.07   57.7    10.9   16.4  none
APLD      42.77   43.2     0.0    4.9  best_buy
CORZ      27.76   57.8    22.6   38.3  none
BTI       57.95   21.6     0.0    0.8  best_buy
SMH      623.28   65.2    70.1   90.0  none
NVDA     215.90   47.7    29.4   49.2  none
ORCL     235.11   66.6    40.4   54.1  none
AVGO     413.31   39.8    58.8   83.7  none
AMD      523.80   64.4    58.6   60.1  none
MU      1003.63   64.9    66.7   88.4  none
ASML    1740.00   72.5   100.0   99.9  none
INTC     109.81   44.7    31.0   23.4  none
TSM      444.36   64.4    38.9   52.6  none
GLW      194.43   54.5    87.7   94.4  none
INFY      12.73   51.4    26.2   36.7  none

[2026-06-04 15:36 UTC] SCAN

────────────────────────────────────────────────────────────────────
Symbol    Price  RSI14       K      D  Signal
────────────────────────────────────────────────────────────────────
HIVE       4.30   56.8     0.0    0.0  watch
SHAZ      76.16   60.7     5.9   37.3  none
TE        11.15   63.2    20.0   37.9  none
OUST      47.75   66.9    16.9   16.4  none
FCEL      22.20   52.0     3.3   15.7  watch
SHMD       6.20   40.6    10.2    6.4  none
VELO      19.83   44.7     1.2    3.5  best_buy
NBIS     248.60   62.0    42.1   54.6  none
CRWV     107.33   45.3    24.0   41.4  none
BE       283.75   48.5    29.8   43.3  none
CRDO     213.27   51.9     5.5   10.8  watch
AAOI     178.54   49.5    54.6   70.1  none
LITE     904.09   47.4    49.6   67.8  none
OKLO      64.50   45.3     0.0   33.3  best_buy
ASTS     106.74   51.2     0.2    8.4  watch
RKLB     117.33   41.6     2.6    2.1  best_buy
PLTR     142.38   48.3    22.4   33.7  none
NOW      122.64   61.2    10.2   21.6  none
AUR        7.10   48.3    13.1   34.4  none
HOOD      86.17   56.8    32.8   40.6  none
PANW     271.03   55.9     1.2   22.5  watch
PALU      33.43   53.5     1.3   22.4  watch
IREN      61.05   50.1    15.7   29.6  none
NOK       16.25   59.9    51.6   61.0  none
BB        10.66   80.9    21.9   40.7  none
FSLY      20.42   59.0    84.7   93.0  none
USAR      26.58   48.4     0.3   31.1  best_buy
RCAT      14.44   65.1    45.1   58.3  none
PURR       9.92   59.6    20.5   45.5  none
HIMS      29.22   68.5    78.7   75.8  none
OPEN       5.08   53.5    29.2   45.6  none
CLSK      16.68   50.1     0.8    2.5  watch
RIOT      27.06   57.6    10.9   16.4  none
APLD      42.77   43.2     0.0    4.9  best_buy
CORZ      27.81   58.1    22.6   38.3  none
BTI       58.06   21.9     0.0    0.8  best_buy
SMH      624.28   65.8    71.9   90.6  none
NVDA     216.39   48.4    30.6   49.6  none
ORCL     235.76   66.9    40.7   54.2  none
AVGO     412.93   39.7    58.8   83.7  none
AMD      524.20   64.6    58.6   60.1  none
MU      1007.94   65.6    66.7   88.4  none
ASML    1740.44   72.5   100.0   99.9  none
INTC     110.23   45.3    31.7   23.7  none
TSM      446.47   65.3    40.8   53.3  none
GLW      194.31   54.4    87.5   94.3  none
INFY      12.75   51.8    26.7   36.9  none

[2026-06-04 15:41 UTC] SCAN

────────────────────────────────────────────────────────────────────
Symbol    Price  RSI14       K      D  Signal
────────────────────────────────────────────────────────────────────
HIVE       4.26   55.7     0.0    0.0  watch
SHAZ      76.19   60.7     5.9   37.3  none
TE        11.12   62.9    20.0   37.9  none
OUST      47.26   66.2    15.6   15.9  none
FCEL      21.69   50.2     0.3   14.6  watch
SHMD       6.19   40.5     9.9    6.3  best_buy
VELO      19.44   43.0     0.1    3.1  best_buy
NBIS     248.25   61.7    41.8   54.5  none
CRWV     107.10   45.1    23.7   41.3  none
BE       284.05   48.6    30.1   43.4  none
CRDO     214.46   52.6     6.6   11.1  watch
AAOI     179.05   49.7    54.9   70.2  none
LITE     905.93   47.6    49.9   67.8  none
OKLO      64.18   44.8     0.0   33.3  best_buy
ASTS     105.56   50.3     0.2    8.4  watch
RKLB     117.11   41.4     2.4    2.1  best_buy
PLTR     142.85   48.9    22.9   33.9  none
NOW      121.61   60.4     9.2   21.3  none
AUR        7.07   47.9    12.4   34.1  none
HOOD      86.00   56.6    32.5   40.5  none
PANW     270.14   55.3     1.2   22.5  watch
PALU      33.25   53.1     1.3   22.4  watch
IREN      60.86   49.8    15.7   29.6  none
NOK       16.17   59.0    50.3   60.6  none
BB        10.53   80.2    19.5   39.9  none
FSLY      20.38   58.7    84.3   92.8  none
USAR      26.38   47.7     0.3   31.1  best_buy
RCAT      14.19   63.8    43.7   57.8  none
PURR       9.94   59.9    20.5   45.5  none
HIMS      29.01   67.8    78.7   75.8  none
OPEN       5.06   53.0    28.7   45.5  none
CLSK      16.62   49.5     0.8    2.5  best_buy
RIOT      27.02   57.3    10.9   16.4  none
APLD      42.76   43.2     0.0    4.9  best_buy
CORZ      27.68   57.2    22.6   38.3  none
BTI       58.06   22.0     0.0    0.8  best_buy
SMH      623.96   65.6    71.3   90.4  none
NVDA     216.30   48.3    30.4   49.6  none
ORCL     235.33   66.7    40.5   54.1  none
AVGO     414.39   40.2    58.8   83.7  none
AMD      523.50   64.3    58.6   60.1  none
MU      1010.24   66.1    66.7   88.4  none
ASML    1741.49   72.6   100.0   99.9  none
INTC     110.29   45.3    31.8   23.7  none
TSM      445.95   65.1    40.4   53.1  none
GLW      193.26   53.5    86.0   93.8  none
INFY      12.77   52.0    27.0   37.0  none

[2026-06-04 15:46 UTC] SCAN

────────────────────────────────────────────────────────────────────
Symbol    Price  RSI14       K      D  Signal
────────────────────────────────────────────────────────────────────
HIVE       4.26   55.4     0.0    0.0  watch
SHAZ      75.48   59.6     5.9   37.3  watch
TE        11.20   63.8    20.9   38.2  none
OUST      47.33   66.3    15.8   16.0  none
FCEL      21.76   50.5     0.3   14.7  watch
SHMD       6.27   41.6    11.8    6.9  none
VELO      19.43   43.0     0.1    3.1  best_buy
NBIS     248.01   61.6    41.5   54.4  none
CRWV     107.05   45.1    23.6   41.3  none
BE       283.53   48.4    29.6   43.2  none
CRDO     214.89   52.8     7.0   11.3  watch
AAOI     177.30   49.0    53.8   69.8  none
LITE     900.88   47.1    49.2   67.6  none
OKLO      64.21   44.9     0.0   33.3  best_buy
ASTS     105.71   50.4     0.2    8.4  watch
RKLB     117.42   41.7     2.7    2.2  best_buy
PLTR     143.09   49.2    23.2   33.9  none
NOW      121.47   60.3     9.1   21.3  none
AUR        7.04   47.3    11.5   33.8  none
HOOD      85.74   56.2    32.2   40.4  none
PANW     270.59   55.6     1.2   22.5  watch
PALU      33.39   53.4     1.3   22.4  watch
IREN      60.74   49.6    15.7   29.6  none
NOK       16.12   58.5    49.4   60.3  none
BB        10.48   79.9    18.4   39.6  none
FSLY      20.36   58.5    84.1   92.8  none
USAR      26.51   48.2     0.3   31.1  best_buy
RCAT      14.15   63.6    43.5   57.7  none
PURR       9.91   59.6    20.5   45.5  none
HIMS      28.88   67.3    78.7   75.8  none
OPEN       5.07   53.4    29.0   45.6  none
CLSK      16.63   49.6     0.8    2.5  best_buy
RIOT      27.08   57.8    10.9   16.4  none
APLD      42.64   42.9     0.0    4.9  best_buy
CORZ      27.68   57.2    22.6   38.3  none
BTI       58.11   22.1     0.0    0.8  best_buy
SMH      622.61   64.8    68.9   89.6  none
NVDA     216.59   48.6    31.1   49.8  none
ORCL     234.73   66.4    40.2   54.0  none
AVGO     412.21   39.5    58.8   83.7  none
AMD      522.60   63.9    58.6   60.1  none
MU      1007.72   65.6    66.7   88.4  none
ASML    1737.75   72.3   100.0   99.9  none
INTC     109.96   44.9    31.3   23.5  none
TSM      445.52   64.9    40.0   53.0  none
GLW      192.76   53.1    85.3   93.6  none
INFY      12.72   51.2    26.0   36.6  none

[2026-06-04 15:51 UTC] SCAN

────────────────────────────────────────────────────────────────────
Symbol    Price  RSI14       K      D  Signal
────────────────────────────────────────────────────────────────────
HIVE       4.23   54.6     0.0    0.0  watch
SHAZ      75.30   59.3     5.9   37.3  watch
TE        10.98   61.5    20.0   37.9  none
OUST      46.88   65.7    14.6   15.6  none
FCEL      21.75   50.5     0.3   14.6  watch
SHMD       6.25   41.3    11.3    6.8  none
VELO      19.51   43.2     0.1    3.1  best_buy
NBIS     247.44   61.2    41.0   54.3  none
CRWV     106.94   45.0    23.5   41.3  none
BE       284.42   48.7    30.4   43.5  none
CRDO     215.90   53.4     7.9   11.5  watch
AAOI     176.36   48.6    53.2   69.6  none
LITE     895.94   46.6    48.6   67.4  none
OKLO      63.92   44.5     0.0   33.3  best_buy
ASTS     105.22   50.1     0.2    8.4  watch
RKLB     116.95   41.2     2.3    2.0  best_buy
PLTR     142.87   48.9    22.9   33.9  none
NOW      121.07   60.0     8.8   21.1  watch
AUR        6.99   46.4    10.0   33.4  none
HOOD      85.33   55.5    31.6   40.2  none
PANW     269.67   55.0     1.2   22.5  watch
PALU      33.31   53.2     1.3   22.4  watch
IREN      60.57   49.3    15.7   29.6  none
NOK       16.06   57.7    48.3   59.9  none
BB        10.31   78.9    14.9   38.4  none
FSLY      20.26   57.9    83.3   92.5  none
USAR      26.33   47.6     0.3   31.1  best_buy
RCAT      14.06   63.1    43.0   57.5  none
PURR       9.84   58.7    20.5   45.5  none
HIMS      28.73   66.7    78.7   75.8  none
OPEN       5.03   52.4    27.9   45.2  none
CLSK      16.61   49.5     0.8    2.5  best_buy
RIOT      27.03   57.4    10.9   16.4  none
APLD      42.60   42.8     0.0    4.9  best_buy
CORZ      27.60   56.7    22.6   38.3  none
BTI       58.18   22.3     0.0    0.8  best_buy
SMH      620.17   63.3    66.7   88.9  none
NVDA     216.69   48.8    31.4   49.9  none
ORCL     233.29   65.7    39.5   53.8  none
AVGO     410.18   39.0    58.8   83.7  none
AMD      519.88   62.6    58.6   60.1  none
MU      1002.04   64.6    66.7   88.4  none
ASML    1726.97   71.0    99.1   99.6  none
INTC     109.43   44.2    30.4   23.2  none
TSM      442.96   63.8    37.5   52.1  none
GLW      191.99   52.5    84.3   93.2  none
INFY      12.71   51.1    25.9   36.6  none

[2026-06-04 15:56 UTC] SCAN

────────────────────────────────────────────────────────────────────
Symbol    Price  RSI14       K      D  Signal
────────────────────────────────────────────────────────────────────
HIVE       4.26   55.7     0.0    0.0  watch
SHAZ      75.43   59.5     5.9   37.3  watch
TE        10.92   60.9    20.0   37.9  none
OUST      47.92   67.2    17.4   16.5  none
FCEL      21.76   50.5     0.3   14.7  watch
SHMD       6.21   40.7    10.4    6.4  none
VELO      19.44   43.0     0.1    3.1  best_buy
NBIS     248.32   61.8    41.8   54.5  none
CRWV     107.41   45.4    24.1   41.4  none
BE       286.03   49.4    32.0   44.0  none
CRDO     216.05   53.4     8.0   11.6  watch
AAOI     177.41   49.0    53.9   69.8  none
LITE     900.78   47.1    49.2   67.6  none
OKLO      64.05   44.6     0.0   33.3  best_buy
ASTS     105.63   50.4     0.2    8.4  watch
RKLB     117.50   41.8     2.8    2.2  best_buy
PLTR     142.94   49.0    23.0   33.9  none
NOW      121.20   60.1     8.9   21.2  none
AUR        6.98   46.3     9.8   33.3  best_buy
HOOD      85.34   55.5    31.6   40.2  none
PANW     270.32   55.4     1.2   22.5  watch
PALU      33.23   53.0     1.3   22.4  watch
IREN      60.84   49.7    15.7   29.6  none
NOK       16.18   59.2    50.5   60.6  none
BB        10.35   79.1    15.5   38.6  none
FSLY      20.25   57.7    83.2   92.5  none
USAR      26.47   48.0     0.3   31.1  best_buy
RCAT      14.11   63.4    43.3   57.6  none
PURR       9.74   57.5    20.5   45.5  none
HIMS      28.83   67.1    78.7   75.8  none
OPEN       5.05   52.9    28.5   45.4  none
CLSK      16.64   49.7     0.8    2.5  best_buy
RIOT      27.12   58.1    10.9   16.4  none
APLD      42.74   43.2     0.0    4.9  best_buy
CORZ      27.62   56.8    22.6   38.3  none
BTI       58.24   22.5     0.0    0.8  best_buy
SMH      621.72   64.2    67.4   89.1  none
NVDA     217.07   49.3    32.3   50.2  none
ORCL     233.87   66.0    39.8   53.9  none
AVGO     408.94   38.6    58.8   83.7  none
AMD      520.32   62.8    58.6   60.1  none
MU      1005.83   65.3    66.7   88.4  none
ASML    1733.48   71.8   100.0   99.9  none
INTC     110.03   45.0    31.4   23.5  none
TSM      444.07   64.3    38.6   52.5  none
GLW      192.80   53.1    85.4   93.6  none
INFY      12.69   50.8    25.5   36.5  none

[2026-06-04 16:01 UTC] SCAN

────────────────────────────────────────────────────────────────────
Symbol    Price  RSI14       K      D  Signal
────────────────────────────────────────────────────────────────────
HIVE       4.27   55.8     0.0    0.0  watch
SHAZ      75.44   59.5     5.9   37.3  watch
TE        11.15   63.2    20.0   37.9  none
OUST      48.38   67.8    18.5   16.9  none
FCEL      21.89   51.0     1.2   15.0  watch
SHMD       6.22   40.9    10.6    6.5  none
VELO      19.46   43.1     0.1    3.1  best_buy
NBIS     249.22   62.4    42.7   54.8  none
CRWV     106.66   44.7    23.2   41.1  none
BE       288.00   50.1    34.0   44.7  none
CRDO     215.82   53.3     7.8   11.5  watch
AAOI     178.32   49.4    54.4   70.0  none
LITE     904.67   47.5    49.7   67.8  none
OKLO      64.17   44.8     0.0   33.3  best_buy
ASTS     106.43   50.9     0.2    8.4  watch
RKLB     117.81   42.1     3.1    2.3  best_buy
PLTR     142.72   48.7    22.8   33.8  none
NOW      121.39   60.2     9.1   21.2  none
AUR        6.97   46.2     9.6   33.2  best_buy
HOOD      85.44   55.7    31.8   40.3  none
PANW     269.64   55.0     1.2   22.5  watch
PALU      33.14   52.8     1.3   22.4  watch
IREN      61.06   50.1    15.7   29.6  none
NOK       16.27   60.2    52.1   61.2  none
BB        10.52   80.1    19.3   39.9  none
FSLY      20.20   57.4    82.8   92.3  none
USAR      26.55   48.3     0.3   31.1  best_buy
RCAT      14.15   63.6    43.5   57.7  none
PURR       9.75   57.6    20.5   45.5  none
HIMS      28.82   67.0    78.7   75.8  none
OPEN       5.05   52.9    28.5   45.4  none
CLSK      16.67   49.9     0.8    2.5  best_buy
RIOT      27.12   58.1    10.9   16.4  none
APLD      42.85   43.4     0.0    4.9  best_buy
CORZ      27.65   57.0    22.6   38.3  none
BTI       58.24   22.5     0.0    0.8  best_buy
SMH      622.90   65.0    69.4   89.8  none
NVDA     217.73   50.1    33.9   50.7  none
ORCL     233.46   65.8    39.6   53.8  none
AVGO     408.67   38.6    58.8   83.7  none
AMD      521.37   63.3    58.6   60.1  none
MU      1005.23   65.1    66.7   88.4  none
ASML    1732.75   71.8   100.0   99.9  none
INTC     110.54   45.7    32.3   23.8  none
TSM      444.55   64.5    39.0   52.6  none
GLW      193.21   53.5    86.0   93.8  none
INFY      12.70   51.1    25.8   36.6  none

[2026-06-04 16:06 UTC] SCAN

────────────────────────────────────────────────────────────────────
Symbol    Price  RSI14       K      D  Signal
────────────────────────────────────────────────────────────────────
HIVE       4.25   55.3     0.0    0.0  watch
SHAZ      76.10   60.6     5.9   37.3  none
TE        11.11   62.8    20.0   37.9  none
OUST      48.50   68.0    18.8   17.0  none
FCEL      21.83   50.7     0.8   14.8  watch
SHMD       6.24   41.2    11.1    6.7  none
VELO      19.42   42.9     0.1    3.1  best_buy
NBIS     248.85   62.1    42.4   54.7  none
CRWV     106.65   44.7    23.2   41.1  none
BE       287.80   50.0    33.8   44.6  none
CRDO     217.65   54.3     9.3   12.0  watch
AAOI     177.99   49.3    54.2   70.0  none
LITE     903.02   47.3    49.5   67.7  none
OKLO      64.05   44.6     0.0   33.3  best_buy
ASTS     106.01   50.6     0.2    8.4  watch
RKLB     117.47   41.7     2.8    2.2  best_buy
PLTR     142.90   48.9    23.0   33.9  none
NOW      121.51   60.3     9.2   21.3  none
AUR        6.95   45.8     9.0   33.0  best_buy
HOOD      85.48   55.8    31.8   40.3  none
PANW     270.33   55.4     1.2   22.5  watch
PALU      33.08   52.7     1.3   22.4  watch
IREN      60.99   50.0    15.7   29.6  none
NOK       16.25   59.9    51.6   61.0  none
BB        10.60   80.5    20.6   40.3  none
FSLY      20.17   57.2    82.5   92.2  none
USAR      26.38   47.7     0.3   31.1  best_buy
RCAT      14.09   63.3    43.1   57.6  none
PURR       9.77   57.8    20.5   45.5  none
HIMS      28.84   67.1    78.7   75.8  none
OPEN       5.05   52.8    28.4   45.4  none
CLSK      16.66   49.8     0.8    2.5  best_buy
RIOT      27.14   58.3    10.9   16.4  none
APLD      42.81   43.3     0.0    4.9  best_buy
CORZ      27.63   56.9    22.6   38.3  none
BTI       58.16   22.2     0.0    0.8  best_buy
SMH      623.23   65.2    70.0   90.0  none
NVDA     217.29   49.5    32.9   50.4  none
ORCL     233.66   65.9    39.7   53.9  none
AVGO     409.78   38.9    58.8   83.7  none
AMD      520.58   62.9    58.6   60.1  none
MU      1007.96   65.6    66.7   88.4  none
